,blueGoldDiff,blueExperienceDiff,blueGoldPerMin,blueTotalGold,blueTotalExperience,blueAvgLevel,blueKills,redDeaths,blueAssists,blueTotalMinionsKilled,blueCSPerMin,blueEliteMonsters,blueDragons,blueFirstBlood,redFirstBlood,redDragons,redTotalMinionsKilled,redCSPerMin,redEliteMonsters,redAssists,blueDeaths,redKills,redAvgLevel,redTotalExperience,redTotalGold,redGoldPerMin,redExperienceDiff,redGoldDiff,blueWins
7292,-4204,-2138,1447.1,14471,16470,6.6,4,4,2,169,16.9,0,0,0,1,1,227,22.7,2,11,10,10,7.2,18608,18675,1867.5,2138,4204,0
7293,2196,1245,1741.9,17419,18137,7.0,9,9,10,209,20.9,1,1,1,0,0,192,19.2,0,5,6,6,6.6,16892,15223,1522.3,-1245,-2196,1
7294,1711,264,1785.9,17859,17682,7.0,10,10,17,221,22.1,1,0,0,1,0,209,20.9,0,6,6,6,6.8,17418,16148,1614.8,-264,-1711,1
7295,-2560,-1275,1454.6,14546,16662,6.6,3,3,3,200,20.0,0,0,0,1,1,203,20.3,1,6,7,7,7.0,17937,17106,1710.6,1275,2560,1
7296,-1768,-2230,1737.3,17373,16452,6.6,11,11,8,178,17.8,1,1,0,1,0,198,19.8,0,8,11,11,7.2,18682,19141,1914.1,2230,1768,0
7297,1436,1824,1723.9,17239,18395,7.2,8,8,9,209,20.9,0,0,0,1,0,225,22.5,0,2,4,4,6.6,16571,15803,1580.3,-1824,-1436,1
7298,342,-646,1817.8,18178,17725,7.0,10,10,14,213,21.3,0,0,1,0,1,222,22.2,1,8,9,9,7.0,18371,17836,1783.6,646,-342,0
7299,170,1174,1669.0,16690,17356,6.6,9,9,8,215,21.5,1,1,0,1,0,189,18.9,0,8,10,10,6.4,16182,16520,1652.0,-1174,-170,0
7300,-5373,-4474,1350.8,13508,15474,6.6,1,1,1,186,18.6,0,0,0,1,1,241,24.1,2,11,9,9,7.2,19948,18881,1888.1,4474,5373,0
7301,360,1102,1712.2,17122,19090,7.0,7,7,7,236,23.6,0,0,0,1,1,187,18.7,1,7,7,7,7.0,17988,16762,1676.2,-1102,-360,0
7302,-448,-1140,1642.9,16429,17419,6.6,5,5,11,226,22.6,0,0,1,0,1,233,23.3,1,7,6,6,7.2,18559,16877,1687.7,1140,448,0
7303,-2089,-835,1755.6,17556,17097,6.6,8,8,7,192,19.2,0,0,0,1,0,186,18.6,0,16,17,17,6.8,17932,19645,1964.5,835,2089,1
7304,-3709,-1017,1463.5,14635,16718,6.6,3,3,3,202,20.2,0,0,0,1,1,231,23.1,1,10,10,10,6.8,17735,18344,1834.4,1017,3709,0
7305,2961,2627,1789.0,17890,18682,7.2,10,10,6,226,22.6,0,0,1,0,0,207,20.7,0,6,4,4,6.6,16055,14929,1492.9,-2627,-2961,1
7306,-2825,-3105,1288.4,12884,15586,6.4,1,1,2,174,17.4,0,0,0,1,1,239,23.9,1,4,2,2,7.0,18691,15709,1570.9,3105,2825,0
7307,2841,1484,1716.0,17160,17725,7.0,8,8,14,191,19.1,1,1,1,0,0,208,20.8,0,1,3,3,6.6,16241,14319,1431.9,-1484,-2841,0
7308,-3253,-3049,1441.6,14416,16951,6.8,3,3,3,185,18.5,0,0,0,1,1,229,22.9,1,9,8,8,7.6,20000,17669,1766.9,3049,3253,0
7309,2746,999,1816.5,18165,18510,7.0,10,10,8,219,21.9,0,0,0,1,0,206,20.6,0,3,6,6,6.8,17511,15419,1541.9,-999,-2746,1
7310,-2502,-1811,1443.8,14438,17107,6.6,3,3,3,199,19.9,0,0,0,1,1,232,23.2,1,6,8,8,7.0,18918,16940,1694.0,1811,2502,0
7311,-1270,1023,1678.4,16784,19211,7.4,7,7,6,196,19.6,0,0,0,1,0,210,21.0,0,10,9,9,7.2,18188,18054,1805.4,-1023,1270,0
7312,-1495,-801,1538.4,15384,17040,6.6,6,6,5,189,18.9,0,0,0,1,1,211,21.1,2,7,6,6,6.8,17841,16879,1687.9,801,1495,0
7313,-2432,-1788,1498.0,14980,16246,6.4,2,2,1,232,23.2,0,0,1,0,1,219,21.9,1,17,9,9,7.0,18034,17412,1741.2,1788,2432,0
7314,3884,2224,1831.4,18314,17903,7.0,10,10,11,219,21.9,0,0,1,0,1,167,16.7,1,6,4,4,6.6,15679,14430,1443.0,-2224,-3884,1
7315,-2133,-256,1654.8,16548,17735,6.8,7,7,6,224,22.4,0,0,0,1,1,215,21.5,1,19,11,11,7.0,17991,18681,1868.1,256,2133,0
7316,4973,3174,1832.9,18329,20471,7.6,9,9,12,225,22.5,1,1,1,0,0,199,19.9,0,0,1,1,6.8,17297,13356,1335.6,-3174,-4973,1
7317,338,-272,1687.7,16877,17631,6.8,7,7,8,216,21.6,0,0,1,0,1,230,23.0,1,9,6,6,7.0,17903,16539,1653.9,272,-338,1
7318,-3099,-1695,1489.9,14899,17420,6.8,4,4,5,232,23.2,0,0,0,1,1,227,22.7,1,10,9,9,7.2,19115,17998,1799.8,1695,3099,0
7319,-1655,-881,1563.0,15630,18026,7.2,3,3,2,236,23.6,1,1,0,1,0,257,25.7,0,6,5,5,7.0,18907,17285,1728.5,881,1655,0
7320,2788,558,1832.1,18321,18428,6.8,9,9,8,230,23.0,1,0,1,0,0,183,18.3,0,5,8,8,6.6,17870,15533,1553.3,-558,-2788,1
7321,508,1164,1779.3,17793,19322,7.2,10,10,7,215,21.5,2,1,0,1,0,193,19.3,0,10,9,9,7.0,18158,17285,1728.5,-1164,-508,1
7322,-2955,-3054,1429.7,14297,16721,6.6,1,1,2,235,23.5,0,0,0,1,1,257,25.7,1,4,5,5,7.2,19775,17252,1725.2,3054,2955,0
7323,-2082,-527,1560.2,15602,17116,6.6,4,4,2,216,21.6,0,0,0,1,1,199,19.9,1,13,11,11,6.8,17643,17684,1768.4,527,2082,1
7324,3117,1580,1793.8,17938,18626,7.0,8,8,10,239,23.9,1,0,1,0,1,196,19.6,1,1,4,4,6.8,17046,14821,1482.1,-1580,-3117,0
7325,2153,799,1755.6,17556,17943,6.8,10,10,11,206,20.6,1,1,1,0,0,202,20.2,0,7,5,5,6.8,17144,15403,1540.3,-799,-2153,1
7326,-625,-945,1523.2,15232,17793,7.0,4,4,4,209,20.9,0,0,1,0,0,215,21.5,0,6,5,5,7.2,18738,15857,1585.7,945,625,1
7327,-1657,-1200,1576.8,15768,17528,6.8,4,4,5,233,23.3,1,0,0,1,0,253,25.3,0,7,8,8,7.0,18728,17425,1742.5,1200,1657,0
7328,-893,-670,1466.3,14663,16086,6.4,3,3,6,206,20.6,0,0,0,1,0,212,21.2,0,4,4,4,6.8,16756,15556,1555.6,670,893,0
7329,1618,934,1718.0,17180,17511,7.0,7,7,9,219,21.9,0,0,1,0,1,195,19.5,1,5,4,4,6.8,16577,15562,1556.2,-934,-1618,1
7330,958,2603,1661.6,16616,19895,7.2,7,7,4,246,24.6,1,1,0,1,0,229,22.9,0,5,3,3,6.8,17292,15658,1565.8,-2603,-958,1
7331,-2459,-2110,1455.5,14555,16722,6.6,2,2,1,232,23.2,1,1,0,1,0,243,24.3,0,10,6,6,7.2,18832,17014,1701.4,2110,2459,0
7332,-816,172,1561.4,15614,17578,7.0,4,4,5,241,24.1,0,0,0,1,1,234,23.4,1,9,7,7,6.8,17406,16430,1643.0,-172,816,0
7333,3560,2311,1695.6,16956,18863,7.0,3,3,3,270,27.0,0,0,1,0,0,198,19.8,0,0,1,1,6.6,16552,13396,1339.6,-2311,-3560,1
7334,2763,2232,1710.2,17102,19068,7.2,7,7,8,219,21.9,0,0,0,1,0,229,22.9,0,1,2,2,6.8,16836,14339,1433.9,-2232,-2763,1
7335,-4659,-3884,1486.9,14869,16447,6.6,4,4,4,188,18.8,0,0,1,0,1,255,25.5,2,14,10,10,7.4,20331,19528,1952.8,3884,4659,0
7336,98,976,1529.5,15295,17054,6.8,3,3,3,210,21.0,1,1,1,0,0,213,21.3,0,6,5,5,6.4,16078,15197,1519.7,-976,-98,1
7337,1922,1355,1650.6,16506,17581,6.8,5,5,2,233,23.3,0,0,1,0,0,218,21.8,0,4,3,3,6.2,16226,14584,1458.4,-1355,-1922,1
7338,4783,2851,1874.5,18745,18917,7.0,7,7,9,259,25.9,1,1,1,0,0,217,21.7,1,0,0,0,6.4,16066,13962,1396.2,-2851,-4783,1
7339,2393,675,1880.2,18802,18463,6.8,14,14,13,213,21.3,1,0,1,0,1,206,20.6,1,6,7,7,6.8,17788,16409,1640.9,-675,-2393,1
7340,1334,-236,1867.7,18677,18208,7.0,9,9,11,220,22.0,1,0,1,0,1,206,20.6,1,10,8,8,6.8,18444,17343,1734.3,236,-1334,1
7341,3193,1212,2090.9,20909,19188,7.4,14,14,18,210,21.0,1,1,1,0,0,183,18.3,0,9,9,9,7.0,17976,17716,1771.6,-1212,-3193,1
7342,-992,-490,1701.2,17012,17394,6.8,8,8,8,204,20.4,0,0,1,0,1,240,24.0,1,8,7,7,6.8,17884,18004,1800.4,490,992,1
7343,715,545,1655.9,16559,18604,7.0,7,7,7,205,20.5,0,0,0,1,1,235,23.5,1,4,4,4,6.8,18059,15844,1584.4,-545,-715,0
7344,1136,2782,1988.4,19884,19673,7.4,12,12,13,226,22.6,0,0,1,0,0,211,21.1,0,12,10,10,6.8,16891,18748,1874.8,-2782,-1136,1
7345,-3133,-3803,1464.2,14642,15759,6.4,5,5,8,189,18.9,0,0,0,1,0,213,21.3,0,8,8,8,7.4,19562,17775,1777.5,3803,3133,0
7346,-1443,-36,1412.0,14120,16943,6.4,2,2,3,217,21.7,1,1,0,1,0,214,21.4,1,5,4,4,6.8,16979,15563,1556.3,36,1443,0
7347,-5634,-3787,1548.4,15484,17528,7.0,6,6,4,188,18.8,0,0,0,1,1,243,24.3,1,9,14,14,7.8,21315,21118,2111.8,3787,5634,0
7348,1232,114,1539.2,15392,17891,7.0,3,3,3,232,23.2,0,0,1,0,1,223,22.3,1,2,1,1,6.8,17777,14160,1416.0,-114,-1232,0
7349,-1163,-1130,1656.8,16568,18504,7.0,5,5,4,239,23.9,0,0,1,0,1,223,22.3,1,11,8,8,7.4,19634,17731,1773.1,1130,1163,0
7350,-791,-961,1714.0,17140,16531,6.6,9,9,12,167,16.7,0,0,1,0,0,214,21.4,0,11,11,11,7.0,17492,17931,1793.1,961,791,1
7351,-771,483,1669.5,16695,19057,7.2,7,7,8,189,18.9,1,1,0,1,0,244,24.4,0,6,9,9,7.0,18574,17466,1746.6,-483,771,0
7352,-773,-734,1751.3,17513,17486,6.8,12,12,13,193,19.3,0,0,0,1,1,208,20.8,1,11,10,10,6.8,18220,18286,1828.6,734,773,0
7353,-1143,-1447,1729.9,17299,18331,7.0,8,8,7,218,21.8,2,1,0,1,0,233,23.3,0,6,9,9,7.2,19778,18442,1844.2,1447,1143,0
7354,1103,1356,1658.1,16581,19116,7.0,4,4,3,254,25.4,0,0,0,1,0,205,20.5,0,3,5,5,6.8,17760,15478,1547.8,-1356,-1103,1
7355,1482,41,1713.7,17137,19582,7.4,4,4,4,261,26.1,0,0,1,0,1,230,23.0,2,2,3,3,7.4,19541,15655,1565.5,-41,-1482,1
7356,591,192,1626.2,16262,18196,7.2,6,6,6,207,20.7,0,0,0,1,1,217,21.7,1,5,5,5,7.0,18004,15671,1567.1,-192,-591,0
7357,-3558,-2346,1571.9,15719,17678,6.8,4,4,2,211,21.1,0,0,0,1,1,212,21.2,2,9,14,14,7.4,20024,19277,1927.7,2346,3558,0
7358,225,1404,1582.4,15824,19141,7.2,5,5,5,221,22.1,1,0,0,1,1,248,24.8,1,6,3,3,6.8,17737,15599,1559.9,-1404,-225,0
7359,3613,3509,1723.5,17235,19304,7.4,8,8,5,227,22.7,1,0,0,1,0,182,18.2,0,1,2,2,6.4,15795,13622,1362.2,-3509,-3613,1
7360,1545,1417,1719.9,17199,19299,7.0,7,7,12,229,22.9,1,1,1,0,0,226,22.6,0,5,4,4,7.2,17882,15654,1565.4,-1417,-1545,0
7361,-411,-2213,1571.6,15716,17405,7.0,3,3,4,241,24.1,0,0,1,0,1,246,24.6,1,1,3,3,7.2,19618,16127,1612.7,2213,411,0
7362,2177,1584,1783.5,17835,19830,7.4,9,9,9,246,24.6,1,1,0,1,0,213,21.3,0,4,6,6,6.8,18246,15658,1565.8,-1584,-2177,1
7363,-10830,-9333,1073.0,10730,10826,4.8,1,1,0,140,14.0,0,0,0,1,0,241,24.1,0,14,12,12,7.4,20159,21560,2156.0,9333,10830,0
7364,2312,1079,1843.6,18436,18190,6.8,10,10,13,250,25.0,1,1,1,0,0,181,18.1,0,8,6,6,6.8,17111,16124,1612.4,-1079,-2312,1
7365,-2309,-2673,1401.7,14017,15335,6.2,3,3,4,185,18.5,1,1,0,1,0,214,21.4,0,5,4,4,7.2,18008,16326,1632.6,2673,2309,0
7366,-1696,-2535,1588.8,15888,15944,6.6,7,7,9,195,19.5,0,0,1,0,0,186,18.6,0,7,9,9,7.2,18479,17584,1758.4,2535,1696,0
7367,-246,-870,1718.5,17185,16790,6.8,8,8,11,193,19.3,1,0,1,0,0,208,20.8,0,8,8,8,6.8,17660,17431,1743.1,870,246,1
7368,543,-624,1535.8,15358,17220,6.6,5,5,2,223,22.3,1,0,1,0,1,199,19.9,1,3,3,3,7.0,17844,14815,1481.5,624,-543,0
7369,58,203,1544.8,15448,16856,6.8,6,6,9,180,18.0,0,0,1,0,1,201,20.1,1,6,5,5,6.6,16653,15390,1539.0,-203,-58,1
7370,2185,1440,1791.3,17913,19123,7.0,9,9,9,249,24.9,1,1,1,0,0,231,23.1,0,5,3,3,6.6,17683,15728,1572.8,-1440,-2185,1
7371,124,-2259,1623.1,16231,17392,6.8,6,6,9,222,22.2,1,1,1,0,0,239,23.9,0,2,4,4,7.4,19651,16107,1610.7,2259,-124,1
7372,-4657,-4000,1487.8,14878,16786,6.4,3,3,4,213,21.3,1,1,0,1,0,244,24.4,0,11,10,10,7.6,20786,19535,1953.5,4000,4657,0
7373,511,-29,1522.9,15229,18526,7.0,3,3,1,242,24.2,1,0,0,1,1,209,20.9,1,0,3,3,7.0,18555,14718,1471.8,29,-511,0
7374,4171,3497,1993.3,19933,19756,7.2,12,12,19,248,24.8,0,0,0,1,1,202,20.2,1,7,5,5,6.4,16259,15762,1576.2,-3497,-4171,1
7375,-3368,-2587,1463.7,14637,17059,6.6,3,3,1,210,21.0,0,0,0,1,1,236,23.6,1,10,10,10,7.4,19646,18005,1800.5,2587,3368,0
7376,-2368,618,1663.7,16637,17846,6.8,5,5,3,219,21.9,0,0,0,1,1,224,22.4,1,14,10,10,7.0,17228,19005,1900.5,-618,2368,1
7377,-144,-157,1684.0,16840,19004,7.2,8,8,7,193,19.3,1,1,1,0,0,218,21.8,0,7,7,7,7.2,19161,16984,1698.4,157,144,1
7378,-2128,264,1435.8,14358,18106,6.8,4,4,1,190,19.0,1,1,0,1,0,227,22.7,0,5,6,6,7.0,17842,16486,1648.6,-264,2128,0
7379,-2613,-1974,1540.3,15403,17392,6.6,4,4,5,242,24.2,1,1,1,0,0,230,23.0,1,15,10,10,7.0,19366,18016,1801.6,1974,2613,0
7380,-1325,-959,1632.8,16328,17459,6.8,6,6,8,221,22.1,0,0,0,1,1,234,23.4,1,8,9,9,7.2,18418,17653,1765.3,959,1325,0
7381,-209,-353,1616.6,16166,17100,6.8,8,8,6,188,18.8,1,1,1,0,0,215,21.5,0,9,6,6,7.0,17453,16375,1637.5,353,209,1
7382,-4232,-2456,1345.8,13458,16195,6.6,1,1,0,221,22.1,0,0,0,1,0,225,22.5,0,8,9,9,7.2,18651,17690,1769.0,2456,4232,0
7383,-716,637,1561.3,15613,17643,7.0,4,4,4,229,22.9,1,1,0,1,0,213,21.3,0,3,6,6,6.8,17006,16329,1632.9,-637,716,1
7384,1621,128,1681.9,16819,18039,7.0,6,6,5,244,24.4,0,0,0,1,1,219,21.9,1,2,4,4,6.8,17911,15198,1519.8,-128,-1621,0
7385,-2541,-1921,1481.5,14815,16969,6.4,3,3,4,221,22.1,0,0,0,1,1,237,23.7,2,3,5,5,7.0,18890,17356,1735.6,1921,2541,0
7386,-2072,-1355,1618.6,16186,17103,6.6,6,6,7,207,20.7,0,0,0,1,1,211,21.1,2,10,10,10,7.0,18458,18258,1825.8,1355,2072,0
7387,239,-305,1653.8,16538,18285,6.8,4,4,7,253,25.3,0,0,0,1,1,243,24.3,2,6,4,4,7.2,18590,16299,1629.9,305,-239,0
7388,-3378,-2082,1429.1,14291,16706,6.8,4,4,6,178,17.8,0,0,0,1,1,233,23.3,1,10,8,8,7.2,18788,17669,1766.9,2082,3378,0
7389,-1589,-575,1539.9,15399,17209,7.0,4,4,7,217,21.7,0,0,1,0,1,210,21.0,1,11,6,6,7.0,17784,16988,1698.8,575,1589,0
7390,-4474,-5216,1372.6,13726,16098,6.2,2,2,1,184,18.4,1,0,0,1,1,236,23.6,1,8,10,10,7.6,21314,18200,1820.0,5216,4474,0
7391,90,-540,1777.6,17776,17464,6.8,9,9,9,211,21.1,0,0,0,1,0,203,20.3,0,10,10,10,6.8,18004,17686,1768.6,540,-90,1
7392,1051,12,1891.3,18913,19076,7.2,12,12,10,183,18.3,1,1,1,0,0,209,20.9,0,7,10,10,7.2,19064,17862,1786.2,-12,-1051,1
7393,2022,970,1731.7,17317,18842,7.0,11,11,12,226,22.6,1,1,1,0,0,242,24.2,0,2,3,3,6.8,17872,15295,1529.5,-970,-2022,1
7394,2278,2211,1780.9,17809,18479,7.0,8,8,7,238,23.8,0,0,1,0,0,189,18.9,0,8,6,6,6.4,16268,15531,1553.1,-2211,-2278,0
7395,2402,2440,1647.4,16474,18843,7.0,7,7,6,225,22.5,1,1,1,0,0,206,20.6,0,1,1,1,6.4,16403,14072,1407.2,-2440,-2402,1
7396,-1716,-1094,1691.5,16915,19035,7.0,10,10,7,214,21.4,0,0,0,1,1,238,23.8,2,11,11,11,7.6,20129,18631,1863.1,1094,1716,1
7397,-973,-1732,1496.4,14964,17928,7.0,3,3,2,235,23.5,1,1,0,1,0,251,25.1,0,1,3,3,7.2,19660,15937,1593.7,1732,973,0
7398,3044,1261,1925.3,19253,19378,7.2,13,13,11,212,21.2,0,0,0,1,1,212,21.2,1,5,7,7,7.2,18117,16209,1620.9,-1261,-3044,1
7399,-4265,-3190,1479.7,14797,16690,6.8,2,2,3,213,21.3,0,0,0,1,1,244,24.4,2,7,9,9,7.2,19880,19062,1906.2,3190,4265,0
7400,1794,2548,1764.2,17642,18820,7.2,9,9,8,227,22.7,0,0,0,1,0,179,17.9,0,3,8,8,6.4,16272,15848,1584.8,-2548,-1794,1
7401,-2247,-1501,1446.2,14462,16255,6.4,3,3,4,210,21.0,0,0,0,1,1,213,21.3,1,7,8,8,6.8,17756,16709,1670.9,1501,2247,0
7402,-1019,699,1699.3,16993,19167,7.2,10,10,3,195,19.5,0,0,0,1,0,202,20.2,0,10,10,10,7.2,18468,18012,1801.2,-699,1019,1
7403,-3960,-2533,1414.9,14149,17085,6.6,3,3,0,189,18.9,0,0,0,1,0,220,22.0,0,9,9,9,7.2,19618,18109,1810.9,2533,3960,0
7404,4235,3554,1863.3,18633,18488,6.8,10,10,8,231,23.1,1,1,1,0,0,164,16.4,0,4,5,5,6.2,14934,14398,1439.8,-3554,-4235,1
7405,-108,1254,1742.1,17421,19535,7.4,8,8,5,244,24.4,1,1,0,1,0,212,21.2,0,9,8,8,7.0,18281,17529,1752.9,-1254,108,1
7406,-1309,351,1411.2,14112,17417,6.8,1,1,0,202,20.2,1,0,0,1,1,205,20.5,1,7,4,4,6.6,17066,15421,1542.1,-351,1309,0
7407,2999,2184,1909.5,19095,19444,7.2,10,10,10,219,21.9,0,0,1,0,0,204,20.4,0,2,4,4,6.6,17260,16096,1609.6,-2184,-2999,0
7408,402,1641,1677.0,16770,19515,7.4,8,8,7,212,21.2,1,1,0,1,0,222,22.2,0,6,5,5,6.8,17874,16368,1636.8,-1641,-402,1
7409,421,-755,1743.0,17430,17345,6.8,8,8,9,210,21.0,0,0,0,1,1,216,21.6,1,7,7,7,7.0,18100,17009,1700.9,755,-421,0
7410,-1071,-1810,1501.1,15011,15341,6.4,5,5,9,173,17.3,1,1,0,1,0,226,22.6,0,3,6,6,6.6,17151,16082,1608.2,1810,1071,0
7411,-5840,-2412,1347.5,13475,15686,6.2,0,0,0,206,20.6,1,0,0,1,1,262,26.2,1,16,11,11,7.0,18098,19315,1931.5,2412,5840,0
7412,-1885,-366,1358.1,13581,17687,7.0,2,2,1,201,20.1,0,0,0,1,1,246,24.6,1,5,3,3,7.2,18053,15466,1546.6,366,1885,0
7413,52,221,1674.3,16743,17531,6.6,10,10,11,189,18.9,2,1,1,0,0,208,20.8,0,5,7,7,6.8,17310,16691,1669.1,-221,-52,1
7414,-377,-1234,1633.1,16331,17720,7.0,5,5,5,231,23.1,1,1,1,0,0,229,22.9,0,7,6,6,7.2,18954,16708,1670.8,1234,377,1
7415,-361,-1022,1594.8,15948,16134,6.6,7,7,10,185,18.5,1,0,0,1,0,196,19.6,0,7,6,6,6.8,17156,16309,1630.9,1022,361,0
7416,4526,2759,1915.5,19155,20750,7.6,9,9,6,251,25.1,2,1,1,0,0,192,19.2,0,3,3,3,7.0,17991,14629,1462.9,-2759,-4526,1
7417,1139,-885,1731.2,17312,16818,6.6,6,6,7,209,20.9,1,0,1,0,1,208,20.8,1,8,6,6,6.8,17703,16173,1617.3,885,-1139,1
7418,2565,1235,1699.0,16990,17608,6.8,7,7,8,187,18.7,0,0,1,0,0,212,21.2,0,2,3,3,6.4,16373,14425,1442.5,-1235,-2565,1
7419,376,-470,1778.5,17785,17490,7.0,12,12,14,183,18.3,1,1,0,1,0,207,20.7,0,7,7,7,6.8,17960,17409,1740.9,470,-376,1
7420,-322,-716,1570.4,15704,16968,6.6,4,4,0,210,21.0,0,0,1,0,0,179,17.9,0,14,8,8,7.0,17684,16026,1602.6,716,322,0
7421,1400,488,1705.5,17055,19132,7.2,4,4,4,228,22.8,1,1,0,1,0,235,23.5,0,3,4,4,7.2,18644,15655,1565.5,-488,-1400,1
7422,34,145,1753.8,17538,19111,7.0,10,10,11,219,21.9,1,1,1,0,0,225,22.5,0,6,6,6,7.2,18966,17504,1750.4,-145,-34,0
7423,-885,-1554,1534.0,15340,16902,6.6,4,4,7,213,21.3,0,0,1,0,1,240,24.0,2,5,5,5,7.2,18456,16225,1622.5,1554,885,1
7424,-3209,-2726,1567.9,15679,16997,6.4,6,6,4,188,18.8,0,0,0,1,0,233,23.3,0,8,10,10,7.2,19723,18888,1888.8,2726,3209,0
7425,129,230,1639.1,16391,17955,7.0,7,7,9,209,20.9,0,0,0,1,1,199,19.9,1,5,7,7,6.6,17725,16262,1626.2,-230,-129,1
7426,870,130,1936.2,19362,18101,7.2,12,12,15,221,22.1,1,1,0,1,0,216,21.6,1,8,8,8,7.0,17971,18492,1849.2,-130,-870,1
7427,-2798,-3625,1404.9,14049,16350,6.6,1,1,1,194,19.4,0,0,0,1,1,248,24.8,2,5,4,4,7.4,19975,16847,1684.7,3625,2798,0
7428,482,466,1790.5,17905,18292,7.2,12,12,9,195,19.5,1,1,0,1,0,159,15.9,0,10,9,9,7.0,17826,17423,1742.3,-466,-482,1
7429,1257,1123,1732.9,17329,19569,7.4,7,7,6,239,23.9,1,1,0,1,0,242,24.2,0,3,4,4,7.2,18446,16072,1607.2,-1123,-1257,1
7430,-967,-263,1669.9,16699,17566,7.0,7,7,11,195,19.5,0,0,0,1,0,208,20.8,0,8,10,10,7.2,17829,17666,1766.6,263,967,0
7431,-2416,-2252,1685.9,16859,17173,7.0,7,7,7,198,19.8,1,0,1,0,1,221,22.1,1,12,10,10,7.4,19425,19275,1927.5,2252,2416,0
7432,-1808,-259,1480.0,14800,18190,7.0,4,4,7,207,20.7,0,0,0,1,1,231,23.1,1,9,6,6,7.2,18449,16608,1660.8,259,1808,0
7433,926,-849,1545.2,15452,16236,6.6,5,5,5,195,19.5,0,0,1,0,1,186,18.6,1,4,4,4,6.8,17085,14526,1452.6,849,-926,1
7434,1621,1793,1698.1,16981,19169,7.2,7,7,6,232,23.2,1,1,0,1,0,236,23.6,0,4,3,3,6.8,17376,15360,1536.0,-1793,-1621,0
7435,1558,1567,1573.5,15735,17967,7.0,5,5,5,219,21.9,0,0,1,0,0,202,20.2,1,1,1,1,6.6,16400,14177,1417.7,-1567,-1558,1
7436,98,984,1545.8,15458,19132,7.2,3,3,3,219,21.9,1,1,0,1,0,240,24.0,0,2,4,4,7.0,18148,15360,1536.0,-984,-98,1
7437,1547,1218,1651.5,16515,16954,6.6,9,9,10,198,19.8,0,0,1,0,1,193,19.3,1,4,5,5,6.4,15736,14968,1496.8,-1218,-1547,0
7438,-2001,-2536,1627.5,16275,16965,6.8,5,5,4,221,22.1,0,0,1,0,1,193,19.3,1,13,11,11,7.2,19501,18276,1827.6,2536,2001,0
7439,-1166,-988,1615.0,16150,16981,6.8,5,5,6,207,20.7,0,0,0,1,1,218,21.8,1,12,7,7,7.0,17969,17316,1731.6,988,1166,1
7440,785,1373,1791.3,17913,18248,6.8,9,9,6,217,21.7,2,1,0,1,0,191,19.1,0,15,9,9,6.8,16875,17128,1712.8,-1373,-785,1
7441,-1160,-592,1562.3,15623,17536,7.0,3,3,3,224,22.4,0,0,0,1,1,194,19.4,1,13,7,7,7.2,18128,16783,1678.3,592,1160,0
7442,1410,1243,1640.5,16405,18231,7.2,6,6,9,233,23.3,1,1,0,1,0,235,23.5,0,3,2,2,6.6,16988,14995,1499.5,-1243,-1410,1
7443,750,1293,1691.2,16912,19261,7.0,6,6,3,253,25.3,1,1,0,1,0,233,23.3,0,3,5,5,7.0,17968,16162,1616.2,-1293,-750,1
7444,2788,1325,1709.2,17092,19011,7.2,5,5,5,242,24.2,1,1,1,0,0,215,21.5,0,2,2,2,6.8,17686,14304,1430.4,-1325,-2788,1
7445,739,711,1705.6,17056,18811,7.2,6,6,5,234,23.4,1,1,1,0,0,231,23.1,0,6,5,5,6.8,18100,16317,1631.7,-711,-739,1
7446,-960,-1743,1503.9,15039,17278,6.8,4,4,2,221,22.1,0,0,0,1,1,232,23.2,1,2,5,5,7.0,19021,15999,1599.9,1743,960,1
7447,1428,463,1746.5,17465,17968,6.8,10,10,8,218,21.8,0,0,1,0,1,222,22.2,1,9,5,5,6.8,17505,16037,1603.7,-463,-1428,1
7448,2545,1695,1898.9,18989,19584,7.2,10,10,16,201,20.1,2,1,1,0,0,212,21.2,0,11,7,7,7.0,17889,16444,1644.4,-1695,-2545,1
7449,-2405,-2654,1466.3,14663,16512,6.6,4,4,4,242,24.2,0,0,1,0,1,235,23.5,1,5,7,7,7.2,19166,17068,1706.8,2654,2405,0
7450,-1318,406,1520.8,15208,17411,6.8,3,3,4,224,22.4,1,1,0,1,0,211,21.1,1,12,6,6,7.0,17005,16526,1652.6,-406,1318,1
7451,-1501,-3119,1803.6,18036,17340,6.8,9,9,11,213,21.3,1,1,1,0,0,221,22.1,1,10,9,9,7.6,20459,19537,1953.7,3119,1501,0
7452,984,1142,1787.5,17875,18665,7.2,8,8,10,205,20.5,2,1,1,0,0,227,22.7,0,8,8,8,7.0,17523,16891,1689.1,-1142,-984,0
7453,-974,-1978,1598.5,15985,17576,6.8,5,5,4,223,22.3,0,0,1,0,1,188,18.8,1,11,10,10,7.2,19554,16959,1695.9,1978,974,0
7454,1385,-827,1703.5,17035,16379,6.6,6,6,10,187,18.7,1,1,1,0,0,179,17.9,1,6,7,7,6.6,17206,15650,1565.0,827,-1385,0
7455,2956,2140,1760.2,17602,18119,6.8,7,7,8,254,25.4,0,0,1,0,0,205,20.5,0,4,3,3,6.4,15979,14646,1464.6,-2140,-2956,1
